"Query","UTC DateTime","Response"
"hobbies & interest",04/26/2017 20:46:56,"{""query"":""HOBBIES & INTEREST"",""intents"":[{""intent"":""None"",""score"":0.291965},{""intent"":""Interests"",""score"":0.1404332},{""intent"":""languages"",""score"":0.04693312},{""intent"":""Education"",""score"":0.03739963},{""intent"":""skills"",""score"":0.029043857},{""intent"":""workExperience"",""score"":0.02133029},{""intent"":""Internship"",""score"":0.0137169817},{""intent"":""Research"",""score"":1.55350608E-06}],""entities"":[]}"
"intern",04/26/2017 20:46:56,"{""query"":"" Intern"",""intents"":[{""intent"":""None"",""score"":0.251517415},{""intent"":""Education"",""score"":0.125824362},{""intent"":""Interests"",""score"":0.108512275},{""intent"":""skills"",""score"":0.0593393333},{""intent"":""languages"",""score"":0.0421404354},{""intent"":""workExperience"",""score"":0.0152366795},{""intent"":""Internship"",""score"":0.0132830292},{""intent"":""Research"",""score"":1.12302423E-05}],""entities"":[]}"
"work profile/ experience:",04/26/2017 20:46:56,"{""query"":""WORK PROFILE/ EXPERIENCE:"",""intents"":[{""intent"":""workExperience"",""score"":0.655265152},{""intent"":""None"",""score"":0.245210513},{""intent"":""Interests"",""score"":0.04449336},{""intent"":""languages"",""score"":0.0402762741},{""intent"":""Internship"",""score"":0.0231119227},{""intent"":""skills"",""score"":0.016507145},{""intent"":""Education"",""score"":0.0127561223},{""intent"":""Research"",""score"":3.53423616E-07}],""entities"":[]}"
"extra curricular activities",04/26/2017 20:46:56,"{""query"":""EXTRA CURRICULAR ACTIVITIES"",""intents"":[{""intent"":""None"",""score"":0.401069641},{""intent"":""Interests"",""score"":0.0789094},{""intent"":""languages"",""score"":0.04616449},{""intent"":""Education"",""score"":0.03432011},{""intent"":""skills"",""score"":0.027474409},{""intent"":""workExperience"",""score"":0.0198973231},{""intent"":""Internship"",""score"":0.0128373271},{""intent"":""Research"",""score"":1.47935214E-06}],""entities"":[]}"
"was intern at",04/26/2017 20:46:56,"{""query"":""Was Intern at"",""intents"":[{""intent"":""None"",""score"":0.35116905},{""intent"":""Interests"",""score"":0.07613056},{""intent"":""languages"",""score"":0.0507556945},{""intent"":""Education"",""score"":0.0397557281},{""intent"":""skills"",""score"":0.0298545547},{""intent"":""workExperience"",""score"":0.0243081357},{""intent"":""Internship"",""score"":0.01602716},{""intent"":""Research"",""score"":2.73710452E-06}],""entities"":[]}"
"hobbies",04/26/2017 20:47:12,"{""query"":""HOBBIES "",""intents"":[{""intent"":""None"",""score"":0.251517415},{""intent"":""Education"",""score"":0.125824362},{""intent"":""Interests"",""score"":0.108512275},{""intent"":""skills"",""score"":0.0593393333},{""intent"":""languages"",""score"":0.0421404354},{""intent"":""workExperience"",""score"":0.0152366795},{""intent"":""Internship"",""score"":0.0132830292},{""intent"":""Research"",""score"":1.12302423E-05}],""entities"":[]}"
"government law college, mumbai",04/26/2017 20:47:12,"{""query"":""Government Law College, Mumbai"",""intents"":[{""intent"":""None"",""score"":0.417001873},{""intent"":""Interests"",""score"":0.0615540035},{""intent"":""languages"",""score"":0.0565432422},{""intent"":""workExperience"",""score"":0.03187056},{""intent"":""skills"",""score"":0.0198209938},{""intent"":""Education"",""score"":0.0195829235},{""intent"":""Internship"",""score"":0.017883528},{""intent"":""Research"",""score"":1.19853235E-06}],""entities"":[]}"
"b.l.s. ll.b",04/26/2017 20:47:12,"{""query"":"" B.L.S. LL.B"",""intents"":[{""intent"":""None"",""score"":0.5040418},{""intent"":""languages"",""score"":0.0647186},{""intent"":""Interests"",""score"":0.0468958579},{""intent"":""workExperience"",""score"":0.04467565},{""intent"":""Internship"",""score"":0.020524919},{""intent"":""skills"",""score"":0.0117743639},{""intent"":""Education"",""score"":0.007910613},{""intent"":""Research"",""score"":4.2346332E-07}],""entities"":[]}"
"b.l.s.ll.b:",04/26/2017 20:47:12,"{""query"":"" B.L.S.LL.B:"",""intents"":[{""intent"":""None"",""score"":0.5204152},{""intent"":""languages"",""score"":0.06636111},{""intent"":""workExperience"",""score"":0.04755611},{""intent"":""Interests"",""score"":0.0445558019},{""intent"":""Internship"",""score"":0.0210584253},{""intent"":""skills"",""score"":0.0106795672},{""intent"":""Education"",""score"":0.006673313},{""intent"":""Research"",""score"":3.48748245E-07}],""entities"":[]}"
"& interest",04/26/2017 20:47:12,"{""query"":""& INTEREST"",""intents"":[{""intent"":""None"",""score"":0.232287049},{""intent"":""Interests"",""score"":0.202858746},{""intent"":""Education"",""score"":0.0596959852},{""intent"":""languages"",""score"":0.0420576967},{""intent"":""skills"",""score"":0.0383012667},{""intent"":""workExperience"",""score"":0.0166471023},{""intent"":""Internship"",""score"":0.0118989069},{""intent"":""Research"",""score"":2.21148821E-06}],""entities"":[]}"
"work profile/ experience",04/26/2017 20:47:12,"{""query"":""WORK PROFILE/ EXPERIENCE"",""intents"":[{""intent"":""workExperience"",""score"":0.67979306},{""intent"":""None"",""score"":0.214908779},{""intent"":""Interests"",""score"":0.0481440648},{""intent"":""languages"",""score"":0.0375825129},{""intent"":""Internship"",""score"":0.0223368127},{""intent"":""skills"",""score"":0.0196593665},{""intent"":""Education"",""score"":0.01718332},{""intent"":""Research"",""score"":4.772236E-07}],""entities"":[]}"
"co-curricular activities:",04/26/2017 20:47:12,"{""query"":""CO-CURRICULAR ACTIVITIES:"",""intents"":[{""intent"":""None"",""score"":0.465114534},{""intent"":""Interests"",""score"":0.0636461452},{""intent"":""languages"",""score"":0.05185974},{""intent"":""workExperience"",""score"":0.0265576039},{""intent"":""skills"",""score"":0.0183524787},{""intent"":""Education"",""score"":0.0170671046},{""intent"":""Internship"",""score"":0.0145944674},{""intent"":""Research"",""score"":6.81529059E-07}],""entities"":[]}"
"b.l.s. ll.b:",04/26/2017 20:47:12,"{""query"":"" B.L.S. LL.B: "",""intents"":[{""intent"":""None"",""score"":0.5204152},{""intent"":""languages"",""score"":0.06636111},{""intent"":""workExperience"",""score"":0.04755611},{""intent"":""Interests"",""score"":0.0445558019},{""intent"":""Internship"",""score"":0.0210584253},{""intent"":""skills"",""score"":0.0106795672},{""intent"":""Education"",""score"":0.006673313},{""intent"":""Research"",""score"":3.48748245E-07}],""entities"":[]}"
"94.36%",04/26/2017 20:47:12,"{""query"":""94.36%"",""intents"":[{""intent"":""None"",""score"":0.386875838},{""intent"":""Interests"",""score"":0.06775467},{""intent"":""languages"",""score"":0.0538677722},{""intent"":""workExperience"",""score"":0.0282231923},{""intent"":""Education"",""score"":0.02697317},{""intent"":""skills"",""score"":0.0238417126},{""intent"":""Internship"",""score"":0.01702401},{""intent"":""Research"",""score"":1.73746821E-06}],""entities"":[]}"
"extra curricular activities:",04/26/2017 20:47:12,"{""query"":""EXTRA CURRICULAR ACTIVITIES:"",""intents"":[{""intent"":""None"",""score"":0.434843242},{""intent"":""Interests"",""score"":0.07007776},{""intent"":""languages"",""score"":0.0493279137},{""intent"":""Education"",""score"":0.0234809816},{""intent"":""workExperience"",""score"":0.0234368965},{""intent"":""skills"",""score"":0.0220558215},{""intent"":""Internship"",""score"":0.0138470894},{""intent"":""Research"",""score"":9.793954E-07}],""entities"":[]}"
"& partners , mumbai",04/26/2017 20:47:27,"{""query"":""  & Partners , Mumbai"",""intents"":[{""intent"":""None"",""score"":0.386875838},{""intent"":""Interests"",""score"":0.06775467},{""intent"":""languages"",""score"":0.0538677722},{""intent"":""workExperience"",""score"":0.0282231923},{""intent"":""Education"",""score"":0.02697317},{""intent"":""skills"",""score"":0.0238417126},{""intent"":""Internship"",""score"":0.01702401},{""intent"":""Research"",""score"":1.73746821E-06}],""entities"":[]}"
"manisha",04/26/2017 20:47:27,"{""query"":""Manisha"",""intents"":[{""intent"":""None"",""score"":0.251517415},{""intent"":""Education"",""score"":0.125824362},{""intent"":""Interests"",""score"":0.108512275},{""intent"":""skills"",""score"":0.0593393333},{""intent"":""languages"",""score"":0.0421404354},{""intent"":""workExperience"",""score"":0.0152366795},{""intent"":""Internship"",""score"":0.0132830292},{""intent"":""Research"",""score"":1.12302423E-05}],""entities"":[]}"
"bharucha",04/26/2017 20:47:27,"{""query"":""Bharucha"",""intents"":[{""intent"":""None"",""score"":0.6070128},{""intent"":""Interests"",""score"":0.138525441},{""intent"":""Education"",""score"":0.0459923},{""intent"":""skills"",""score"":0.03305011},{""intent"":""languages"",""score"":0.0210916176},{""intent"":""workExperience"",""score"":0.00355600449},{""intent"":""Internship"",""score"":0.002675045},{""intent"":""Research"",""score"":1.36729454E-07}],""entities"":[]}"
"analysis",04/26/2017 20:47:27,"{""query"":"" ANALYSIS"",""intents"":[{""intent"":""None"",""score"":0.251517415},{""intent"":""Education"",""score"":0.125824362},{""intent"":""Interests"",""score"":0.108512275},{""intent"":""skills"",""score"":0.0593393333},{""intent"":""languages"",""score"":0.0421404354},{""intent"":""workExperience"",""score"":0.0152366795},{""intent"":""Internship"",""score"":0.0132830292},{""intent"":""Research"",""score"":1.12302423E-05}],""entities"":[]}"
"drafting",04/26/2017 20:47:27,"{""query"":""DRAFTING"",""intents"":[{""intent"":""None"",""score"":0.251517415},{""intent"":""Education"",""score"":0.125824362},{""intent"":""Interests"",""score"":0.108512275},{""intent"":""skills"",""score"":0.0593393333},{""intent"":""languages"",""score"":0.0421404354},{""intent"":""workExperience"",""score"":0.0152366795},{""intent"":""Internship"",""score"":0.0132830292},{""intent"":""Research"",""score"":1.12302423E-05}],""entities"":[]}"
"adv.",04/26/2017 20:47:27,"{""query"":"" Adv. "",""intents"":[{""intent"":""None"",""score"":0.307523131},{""intent"":""Interests"",""score"":0.088328436},{""intent"":""Education"",""score"":0.0649318844},{""intent"":""languages"",""score"":0.0469942428},{""intent"":""skills"",""score"":0.0398030244},{""intent"":""workExperience"",""score"":0.0200348627},{""intent"":""Internship"",""score"":0.01482634},{""intent"":""Research"",""score"":4.91756873E-06}],""entities"":[]}"
"dsr legal",04/26/2017 20:47:27,"{""query"":""DSR  LEGAL"",""intents"":[{""intent"":""None"",""score"":0.307523131},{""intent"":""Interests"",""score"":0.088328436},{""intent"":""Education"",""score"":0.0649318844},{""intent"":""languages"",""score"":0.0469942428},{""intent"":""skills"",""score"":0.0398030244},{""intent"":""workExperience"",""score"":0.0200348627},{""intent"":""Internship"",""score"":0.01482634},{""intent"":""Research"",""score"":4.91756873E-06}],""entities"":[]}"
"dandapani",04/26/2017 20:47:27,"{""query"":""Dandapani"",""intents"":[{""intent"":""None"",""score"":0.6070128},{""intent"":""Interests"",""score"":0.138525441},{""intent"":""Education"",""score"":0.0459923},{""intent"":""skills"",""score"":0.03305011},{""intent"":""languages"",""score"":0.0210916176},{""intent"":""workExperience"",""score"":0.00355600449},{""intent"":""Internship"",""score"":0.002675045},{""intent"":""Research"",""score"":1.36729454E-07}],""entities"":[]}"
"azb & partners, mumbai",04/26/2017 20:47:27,"{""query"":""AZB & Partners, Mumbai"",""intents"":[{""intent"":""None"",""score"":0.460583985},{""intent"":""Interests"",""score"":0.06344819},{""intent"":""languages"",""score"":0.052280698},{""intent"":""workExperience"",""score"":0.0270144362},{""intent"":""skills"",""score"":0.018484842},{""intent"":""Education"",""score"":0.01728772},{""intent"":""Internship"",""score"":0.0148742506},{""intent"":""Research"",""score"":7.183843E-07}],""entities"":[]}"
"justice roshan.s.dalvi",04/26/2017 20:47:27,"{""query"":""JUSTICE ROSHAN.S.DALVI"",""intents"":[{""intent"":""None"",""score"":0.485883772},{""intent"":""Interests"",""score"":0.0584390871},{""intent"":""languages"",""score"":0.0545804426},{""intent"":""workExperience"",""score"":0.0300685987},{""intent"":""skills"",""score"":0.01582868},{""intent"":""Internship"",""score"":0.015580873},{""intent"":""Education"",""score"":0.0132005028},{""intent"":""Research"",""score"":5.31668036E-07}],""entities"":[]}"
"kochin",04/26/2017 20:47:27,"{""query"":""Kochin"",""intents"":[{""intent"":""None"",""score"":0.6070128},{""intent"":""Interests"",""score"":0.138525441},{""intent"":""Education"",""score"":0.0459923},{""intent"":""skills"",""score"":0.03305011},{""intent"":""languages"",""score"":0.0210916176},{""intent"":""workExperience"",""score"":0.00355600449},{""intent"":""Internship"",""score"":0.002675045},{""intent"":""Research"",""score"":1.36729454E-07}],""entities"":[]}"
"associates ,",04/26/2017 20:47:27,"{""query"":"" Associates , "",""intents"":[{""intent"":""None"",""score"":0.307523131},{""intent"":""Interests"",""score"":0.088328436},{""intent"":""Education"",""score"":0.0649318844},{""intent"":""languages"",""score"":0.0469942428},{""intent"":""skills"",""score"":0.0398030244},{""intent"":""workExperience"",""score"":0.0200348627},{""intent"":""Internship"",""score"":0.01482634},{""intent"":""Research"",""score"":4.91756873E-06}],""entities"":[]}"
"others",04/26/2017 20:47:27,"{""query"":""OTHERS"",""intents"":[{""intent"":""None"",""score"":0.251517415},{""intent"":""Education"",""score"":0.125824362},{""intent"":""Interests"",""score"":0.108512275},{""intent"":""skills"",""score"":0.0593393333},{""intent"":""languages"",""score"":0.0421404354},{""intent"":""workExperience"",""score"":0.0152366795},{""intent"":""Internship"",""score"":0.0132830292},{""intent"":""Research"",""score"":1.12302423E-05}],""entities"":[]}"
"curriculum vitae",04/26/2017 20:47:42,"{""query"":""CURRICULUM VITAE"",""intents"":[{""intent"":""None"",""score"":0.307523131},{""intent"":""Interests"",""score"":0.088328436},{""intent"":""Education"",""score"":0.0649318844},{""intent"":""languages"",""score"":0.0469942428},{""intent"":""skills"",""score"":0.0398030244},{""intent"":""workExperience"",""score"":0.0200348627},{""intent"":""Internship"",""score"":0.01482634},{""intent"":""Research"",""score"":4.91756873E-06}],""entities"":[]}"
"personal details",04/26/2017 20:47:42,"{""query"":""Personal Details"",""intents"":[{""intent"":""None"",""score"":0.307523131},{""intent"":""Interests"",""score"":0.088328436},{""intent"":""Education"",""score"":0.0649318844},{""intent"":""languages"",""score"":0.0469942428},{""intent"":""skills"",""score"":0.0398030244},{""intent"":""workExperience"",""score"":0.0200348627},{""intent"":""Internship"",""score"":0.01482634},{""intent"":""Research"",""score"":4.91756873E-06}],""entities"":[]}"
"educational qualifications",04/26/2017 20:47:43,"{""query"":""Educational qualifications"",""intents"":[{""intent"":""None"",""score"":0.307523131},{""intent"":""Interests"",""score"":0.088328436},{""intent"":""Education"",""score"":0.0649318844},{""intent"":""languages"",""score"":0.0469942428},{""intent"":""skills"",""score"":0.0398030244},{""intent"":""workExperience"",""score"":0.0200348627},{""intent"":""Internship"",""score"":0.01482634},{""intent"":""Research"",""score"":4.91756873E-06}],""entities"":[]}"
